after_treatment,text
礼拜 说 说 这款 平板 华为 产品 感觉 结实 耐用 买 最新 iPad 华为 M3 之间 徘徊 最后 选择 款 是因为 iPad 屏太大 9.7 屏 不 需要 根本 带 不 出去 最新 iPad 屏幕 不好 不是 贴合 屏 一款 平板 屏幕 至关重要 屏 不好 价格 再 低 都 不会 考虑 iPad 不能 内存 扩充 这点 人 来说 无所谓 不 诚意 体现 一千 七买款 M3 32G 版 再 买个 128G 内存卡 完全 够用 性价比 高 款 平板 音质 不错 还 后续 再用 看,用了一个礼拜了，说说这款平板，华为的产品一直给我感觉就是很结实，很耐用，所以买的时候就在最新iPad和华为M3之间徘徊，最后选择这款是因为iPad屏太大了，9.7的屏我不需要，根本带不出去。而且最新iPad屏幕不好，不是贴合屏，作为一款平板，屏幕是至关重要的，屏不好，价格再低，我都不会考虑。而且iPad不能内存扩充，这点对有的人来说无所谓，但这是很不诚意的体现，我一千七买款M3 32G版，再买个128G内存卡，完全够用，性价比又高。而且这款平板音质不错的，总之还可以吧。后续再用着看。
M3 屏幕 移 屏时 拖影 严重 点外 都 不错 系统 流畅 声音 很赞 看片 不错,M3除屏幕在移屏时拖影严重点外，其它都不错，系统流畅，声音很赞，看片很不错。
外观 工整 触屏 灵敏 整体 画面 不错,外观工整，触屏灵敏整体画面不错
秒杀 买 秒杀 限制 价格 真 便宜,秒杀买的，有秒杀限制！！！价格是真便宜啊
下单 不到 24 小时 降价 希望 补回 差价,下单不到24小时就降价.希望能给补回差价。
运行 速度 快 屏幕 分辨率 高 做工 精致 值得 入手,运行速度较快，屏幕分辨率高，做工精致，值得入手！
好多天 玩游戏 不错,到了好多天，玩游戏不错
不得不 说 华为 产品 感觉 内敛 或许 见识 太 少 确实 很少 见到 华为 铺天盖地 广告 但用 产品 确实 感觉 用心 媳妇 华为 手机 以前 品牌 三星 小米 锤子 魅族 软硬件 算 见识 对比 才 发现 喜欢 华为 款 平板 有点 太多 不 说 自带 音质 真心 非常 力,不得不说，华为的产品感觉很内敛，或许是我见识太少，确实很少见到华为铺天盖地的广告，但用他的产品，确实能感觉到他的用心～我和我媳妇用的华为手机，以前也用过其他的品牌比如三星小米锤子魅族，对软硬件也算见识对比过了才发现，还是喜欢华为的～这款平板，其他的有点太多就不多说了，自带音质真心非常的给力～
拿到 手 感到 惊讶 很大 很漂亮 相信,拿到手感到很惊讶，很大，很漂亮，相信它
挺 好 不错 回来 升级 还 不错 目前 看 还,挺好，不错，拿回来就升级了，还不错，目前看还可以。
刚 收到 货 先 试用 几天 再 评价 先给 五星 好评,刚收到货，先试用几天再来评价，先给五星好评吧
产品 美观大方 运行 流畅 画面 音质 好,产品美观大方，运行流畅，画面音质好
好 品质 值得 信赖 配置 不错 30 40 岁 人用 起来 都 容易 上 手 手机 大气 速度快 赞赞赞,好品质值得信赖，配置不错，30-40岁人用起来都容易上手，手机大气，速度快～赞赞赞
曼哈顿 双 扬声器 效果 很棒 机子 全新 正品 无疑 包装 不错 京东 快递 放心 迅速 昨晚 拍 今天 迫不及待 马上 上 手 试用 几个 小时 方面 都 比较 平均 毕竟 拿来 专门 看 电影 办公 配置 好评,曼哈顿的双扬声器效果很棒，机子全新正品无疑，包装也不错，京东快递一直很放心，也很迅速，昨晚拍的今天就到了，迫不及待马上上手试用了几个小时，各方面都比较平均，毕竟我是拿来专门看电影办公的，这个配置可以了！！！好评
几天 感觉 不错 大黑 有点 尴尬 鲁 大师 跑 分 说 还行 性价比 挺 高 用个 两三年 应该,用了几天感觉还是不错的，就是大黑边有点尴尬～～鲁大师跑分说还行吧，性价比挺高的，用个两三年应该可以的哈哈
昨天晚上 10 点 秒杀 今天上午 收到 物流 很快 京东 购物 方便 这台 华为 M2 平板 分辨率 不错 运行 速度 还 儿子 买来 学 英语,昨天晚上10点秒杀的，今天上午就收到了，物流很快，在京东购物还是很方便的。这台华为的M2平板分辨率还是不错的，运行速度还可以的，是给儿子买来学英语的。
手感 不错 音质 很棒 日常 使用 足够,手感不错，音质很棒，日常使用足够了
手机 华为 顺手 第一次 京东 购物 感觉 小气 膜 都 不 贴 物流 很快,我手机用的是华为，所以这个用的很顺手，第一次在京东购物，感觉有的小气，膜都不贴一个。物流很快。
支持 国产 支持 华为 好 超出 预想 屏幕 色彩 好,支持国产，支持华为！很好用，超出预想！屏幕色彩好！
宝贝 收到 感觉 非常 好,宝贝收到了，感觉非常的好！
反应 挺快 通话 不用 耳机 屏幕 反光 镜子,反应挺快的，通话可以不用耳机，屏幕反光可以当镜子
评价 晒单 耳机 会 不会 发给,评价晒单，为了得耳机，会不会发给我哟
看中 款 平板 长时间 工作 需要 一台 平板 手机 华为 横空出世 做工 好 屏幕 2k 分辨率 尺寸 大小 正好 价格 坚挺 憋着 六一 买,看中这款平板很长时间了，因为工作需要一台这样的平板手机，华为横空出世，做工好，屏幕2k分辨率，尺寸大小正好。就是价格坚挺啊。憋着六一时候买了。
就行了 价钱 不要 太 挑剔,用就行了。 价钱在 不要太挑剔
使用 体验 好 经典 热门 机型 第二次 购买,使用体验较好，经典热门机型，第二次购买。
平板 总体 不错 有点 好 发热 物流 很快 服务,这个平板总体不错，就是有点好发热，。不过物流很快，服务也好！
机子 好好 流畅 很漂亮 真心 值得 购买 小孩子 学习 不错,机子好好哟，很流畅，而且也很漂亮，真心值得购买。小孩子学习也不错哟
东西 确实 不错 好看 实惠 质量 绝对 保证,东西确实不错，好看，实惠，质量绝对保证
两天 没什么 问题 算,用了两天，没什么问题，算可以吧
产品 好 京东 质量 管控 人 放心 售后服务 保证 支持 正品 支持 国货,产品很好，京东质量管控让人放心，售后服务有保证，支持正品，支持国货！
物流 一如既往 力 平板 放大 版 手机 外观 很漂亮 屏幕 分辨率 挺 好 第一次 平板 没法 对比 音响效果 好 听 音乐 享受 电量 耐用 感觉 看 视频 应该 坚持 不了 11 小时,物流还是一如既往的给力。平板就像个放大版的手机，外观很漂亮。屏幕分辨率也挺好，我第一次用平板，没法对比。音响效果果然很好，听音乐很享受。电量也较耐用，但是感觉看视频应该坚持不了11个小时。
不错 喜欢 华为 平板 666,不错 很喜欢 华为平板666
反应 很快 应用 运行 流畅 整体 比较满意 苹果 后 不 习惯,反应很快，应用运行流畅。整体比较满意，就是用苹果后用这个很不习惯。
主机 还 未 发现 问题 配套 产品质量 太次 半个 月 从未 摔 碰过 塑料 保护套 四个 角 竞然 开裂 掉,主机还未发现问题，可配套的产品质量太次了，半个月，从未摔碰过，塑料保护套四个角竞然开裂掉了！！
挺 好 第二次 购买 好评,挺好的 第二次购买了 好评！
还 行 不怎么 发热 玩游戏 肯定 热 温度 接受,还行 不怎么发热 但玩游戏的话肯定热 温度能接受
东西 好 网速 很快,东西很好网速也很快
物流 很快 屏幕 清晰 目前 还行 刚买 完 降价,物流很快，屏幕清晰，目前用着还行，只是刚买完就降价了
好评 专门 用来 玩游戏 233,好评，专门用来玩游戏233
速度 很快 大小 正好 显示 效果 好 支持 华为,速度很快，大小正好!显示效果很好!支持华为!
不错 老婆 特别 喜欢,不错，老婆特别喜欢
好 值得 信赖,很好，值得信赖
妈 买 说 起来 还 不错 我爸 嫌弃 8 寸 屏幕 小,给我妈买的，她说用起来还不错。不过我爸嫌弃8寸屏幕小?
昨天 买 今天 中午 收到 速度 真 快 平板 流畅,昨天买的今天中午就收到了，速度真快，平板用着很流畅。
帮人 买 非常 满意 屏幕 清晰 高大 上 完,帮人买的，非常满意，屏幕清晰高大上，完，
废话 有点 见怪 莫怪 见谅 看上 买 不会 后悔,废话有点多，见怪莫怪哈！见谅！总之看上了就买吧，不会后悔的！
平板 很漂亮 喜欢 送给 宝宝 生日 1,平板很漂亮，很喜欢，送给宝宝的生日1 ，，，，，，，，，，
真的 满意 感觉 稍微 小 一点 整体 体验 好 游戏 流畅 度 好 图片 清晰 评论 中 提到 滑动 时 字体 变 颜色 遇到 护眼 模式 开启 情况 下 不 开启 护眼 模式 不会 出现 这种 情况 再就是 音效 真的 太棒了 整体 满意 续航 能力 还 没有 彻底 检验 后续 还会 追评 送 膜 皮套 还 不错 机子 本身 带 一张 膜 送 乐视 会员 划算 整体 来说 还 不错 满意,真的很满意，虽然感觉稍微小了一点，不过整体体验很好，游戏流畅度很好，图片也很清晰，有的评论中提到的滑动时字体变颜色，我也遇到了，不过这是在护眼模式开启的情况下，不开启护眼模式就不会出现这种情况，再就是音效，真的太棒了！整体很满意，至于续航能力还没有彻底检验，后续还会追评的。送的膜还有皮套还不错，机子本身就带了一张膜，还有送的乐视会员也很划算，整体来说还不错很满意
平板 到手 后 查验 机子 新 更新 后 试用 不错 确实 系统 运行 拍照 影音 玩游戏 都 不错 高 等级 cpu 不 价格 值 配置 略微 好点 都 贵点 硬伤 唯一 不爽 系统 自带 软件 自动 运行 占 G 运行 内存 都 想 刷机 不错 1500 ~ 2000 元 建议 买,平板到手后就查验机子，新的，更新后试用，不错，确实可以。不管是系统运行还是拍照影音，还是玩游戏，都不错，高一个等级的cpu是不一样。价格呢也值吧，配置略微好点的都要贵点，硬伤，唯一不爽的就是系统自带的软件，自动运行，占了一个G的运行内存，都想自己刷机了。总的说来不错，1500~2000元，建议买它
昨天 买单 今天 收货 好快 外观 漂亮 图像 精美 美女 常 背包 非常 适用 打电话 微信 qq 阅读 追剧 适用 美中不足 反应 慢 一点 像素 不够 高 价位 值得 赞,"昨天买单今天收货，好快！外观漂亮，图像精美。美女们常背包者非常适用！既可以打电话又可以微信,qq，阅读，追剧等很适用。美中不足是反应慢一点，像素不够高。但这价位值得啦！给个赞！?"
国产 精品 非常 好用 做工 一级 棒 使用 感觉 非常 好,国产的精品 ，非常好用，做工一级棒，使用感觉非常好。
没得说 性价比 超强 超好,没得说，性价比超强，超好用！
送货 快 保护 差 应该 学学 电商 盒子 里面 放 上 气垫 好 包装盒 子 塑料 损坏,送货快，但是保护得很差，应该学学某些电商盒子里面放上气垫，好在只是包装盒子的塑料损坏。
平板 漂亮 好看 高档 主要 使用 起来 流畅 反应 快不卡,平板漂亮好看高档主要是使用起来流畅反应快不卡！
质量 不错 帮别人 买 暂时 不 评论 京东 物流 服务 点赞,质量不错。帮别人买的 。暂时不评论。给京东的物流和服务点赞
物流 力 东西 完美 来看 电影 学 东西 不错,物流很给力，东西很完美，用来看电影，学东西不错
不错 一段时间 才 评价 真心 不错 华为 品质 值得 信赖,不错的，用了一段时间了才来评价的，真心不错，华为品质，值得信赖
买 一个多 星期 才 评论 大家 都 推存 买 iPod 觉得 不错,买了一个多星期才来评论，大家都推存我买iPod，但是我觉得还是不错的啊。
买 第二台 老人 平板 喜欢,买的第二台，给老人平板用。很喜欢
隔天 到货 刚用 上 看样子 还 像素 有点 低 买 32G 买 内存卡 送 保护膜 右上角 洞 没 发票 段时间,隔天到货的，刚用上，看样子还可以，像素有点低，，买的32G的自己买了个内存卡，为何送的保护膜右上角多了个洞？还有咋没发票呢？等用段时间再说吧
好 网速 很快 打字 方便 理想 希望 下次 还 买 第二个 第二次 购买,很好用网速又很快，打字又方便很理想，希望下次还买，这是我第二个第二次购买了
